state,district,year,education_literacy_rate,healthcare_doctor_patient_ratio,infrastructure_road_density,digital_financial_inclusion_rate
Bihar,Bhagalpur,2020,57.41,38.09,37.98,60.67
Bihar,Bhagalpur,2021,58.82,40.33,40.79,64.04
Bihar,Bhagalpur,2022,59.2,40.95,41.55,64.96
Bihar,Bhagalpur,2023,59.13,40.83,41.41,64.79
Bihar,Bhagalpur,2024,60.09,42.38,43.34,67.11
Bihar,Bhagalpur,2025,58.63,40.04,40.42,63.6
Bihar,Bhagalpur,2026,63.02,47.05,49.18,74.12
Bihar,Banka,2020,50.65,15.61,20.45,48.48
Bihar,Banka,2021,52.59,18.72,24.34,53.14
Bihar,Banka,2022,52.5,18.58,24.17,52.93
Bihar,Banka,2023,53.21,19.71,25.58,54.63
Bihar,Banka,2024,54.97,22.53,29.1,58.86
Bihar,Banka,2025,52.06,17.87,23.27,51.86
Bihar,Banka,2026,57.06,25.87,33.28,63.87
Bihar,Munger,2020,63.85,41.59,39.81,61.12
Bihar,Munger,2021,65.48,44.21,43.08,65.04
Bihar,Munger,2022,62.46,39.37,37.03,57.79
Bihar,Munger,2023,63.31,40.73,38.73,59.83
Bihar,Munger,2024,65.2,43.77,42.53,64.38
Bihar,Munger,2025,65.58,44.37,43.28,65.28
Bihar,Munger,2026,64.06,41.94,40.24,61.64
Bihar,Lakhisarai,2020,53.44,29.61,26.94,52.81
Bihar,Lakhisarai,2021,57.78,36.56,35.63,63.24
Bihar,Lakhisarai,2022,56.03,33.76,32.13,59.04
Bihar,Lakhisarai,2023,57.64,36.32,35.34,62.88
Bihar,Lakhisarai,2024,59.02,38.54,38.11,66.21
Bihar,Lakhisarai,2025,57.77,36.54,35.6,63.2
Bihar,Lakhisarai,2026,59.67,39.58,39.41,67.78
Bihar,Sheikhpura,2020,54.42,27.07,20.67,53.07
Bihar,Sheikhpura,2021,56.06,29.68,23.94,56.99
Bihar,Sheikhpura,2022,58.12,32.98,28.06,61.94
Bihar,Sheikhpura,2023,58.38,33.4,28.59,62.58
Bihar,Sheikhpura,2024,55.79,29.25,23.4,56.34
Bihar,Sheikhpura,2025,57.28,31.64,26.38,59.93
Bihar,Sheikhpura,2026,58.88,34.21,29.6,63.78
Bihar,Nalanda,2020,55.55,28.65,21.91,50.91
Bihar,Nalanda,2021,55.42,28.43,21.64,50.58
Bihar,Nalanda,2022,55.7,28.89,22.21,51.27
Bihar,Nalanda,2023,56.74,30.55,24.29,53.77
Bihar,Nalanda,2024,61.33,37.9,33.47,64.79
Bihar,Nalanda,2025,60.13,35.97,31.07,61.9
Bihar,Nalanda,2026,58.27,32.99,27.33,57.42
Bihar,Patna,2020,64.63,50.54,55.93,67.65
Bihar,Patna,2021,62.07,46.44,50.81,61.5
Bihar,Patna,2022,65.67,52.21,58.02,70.16
Bihar,Patna,2023,65.61,52.11,57.9,70.01
Bihar,Patna,2024,63.06,48.03,52.8,63.89
Bihar,Patna,2025,65.5,51.94,57.69,69.75
Bihar,Patna,2026,66.73,53.91,60.15,72.71
Bihar,Bhojpur,2020,62.23,27.86,19.37,61.09
Bihar,Bhojpur,2021,62.6,28.45,20.12,61.99
Bihar,Bhojpur,2022,66.78,35.14,28.47,72.01
Bihar,Bhojpur,2023,66.77,35.12,28.45,71.99
Bihar,Bhojpur,2024,64.11,30.87,23.14,65.61
Bihar,Bhojpur,2025,63.63,30.09,22.17,64.45
Bihar,Bhojpur,2026,64.43,31.38,23.78,66.39
Bihar,Buxar,2020,62.41,26.41,22.77,62.59
Bihar,Buxar,2021,65.31,31.06,28.58,69.56
Bihar,Buxar,2022,61.38,24.76,20.71,60.11
Bihar,Buxar,2023,62.03,25.81,22.02,61.68
Bihar,Buxar,2024,61.55,25.05,21.07,60.54
Bihar,Buxar,2025,62.45,26.47,22.85,62.68
Bihar,Buxar,2026,67.89,35.18,33.73,75.74
Bihar,Kaimur (Bhabua),2020,60.07,17.62,22.51,52.33
Bihar,Kaimur (Bhabua),2021,61.34,19.65,25.05,55.38
Bihar,Kaimur (Bhabua),2022,59.6,16.87,21.58,51.21
Bihar,Kaimur (Bhabua),2023,62.3,21.19,26.97,57.69
Bihar,Kaimur (Bhabua),2024,65.1,25.67,32.58,64.41
Bihar,Kaimur (Bhabua),2025,60.53,18.36,23.44,53.44
Bihar,Kaimur (Bhabua),2026,62.63,21.72,27.64,58.49
Bihar,Rohtas,2020,64.24,26.65,25.76,59.64
Bihar,Rohtas,2021,65.17,28.14,27.62,61.88
Bihar,Rohtas,2022,63.85,26.02,24.97,58.7
Bihar,Rohtas,2023,65.77,29.1,28.82,63.31
Bihar,Rohtas,2024,66.2,29.79,29.69,64.35
Bihar,Rohtas,2025,64.63,27.28,26.55,60.58
Bihar,Rohtas,2026,65.32,28.39,27.93,62.24
Bihar,Aurangabad,2020,64.27,28.16,22.42,65.02
Bihar,Aurangabad,2021,63.53,26.97,20.95,63.24
Bihar,Aurangabad,2022,62.59,25.47,19.07,60.99
Bihar,Aurangabad,2023,61.99,24.51,17.86,59.54
Bihar,Aurangabad,2024,65.52,30.16,24.92,68.02
Bihar,Aurangabad,2025,66.93,32.41,27.74,71.39
Bihar,Aurangabad,2026,67.28,32.96,28.43,72.23
Bihar,Gaya,2020,57.89,29.62,25.09,60.92
Bihar,Gaya,2021,57.02,28.23,23.35,58.84
Bihar,Gaya,2022,59.64,32.42,28.59,65.12
Bihar,Gaya,2023,55.92,26.47,21.15,56.2
Bihar,Gaya,2024,59.73,32.56,28.76,65.33
Bihar,Gaya,2025,62.57,37.11,34.45,72.15
Bihar,Gaya,2026,59.13,31.6,27.56,63.89
Bihar,Nawada,2020,52.42,23.4,13.84,50.82
Bihar,Nawada,2021,53.96,25.87,16.93,54.53
Bihar,Nawada,2022,54.57,26.85,18.15,55.99
Bihar,Nawada,2023,55.49,28.31,19.98,58.19
Bihar,Nawada,2024,55.12,27.72,19.25,57.31
Bihar,Nawada,2025,57.45,31.45,23.91,62.9
Bihar,Nawada,2026,55.84,28.88,20.7,59.05
Bihar,Jamui,2020,51.42,17.06,14.45,51.15
Bihar,Jamui,2021,53.79,20.85,19.19,56.84
Bihar,Jamui,2022,56.8,25.66,25.2,64.05
Bihar,Jamui,2023,52.18,18.27,15.96,52.97
Bihar,Jamui,2024,53.61,20.56,18.82,56.4
Bihar,Jamui,2025,52.74,19.16,17.08,54.31
Bihar,Jamui,2026,56.85,25.74,25.3,64.18
Bihar,Jehanabad,2020,57.84,28.03,18.55,53.44
Bihar,Jehanabad,2021,61.09,33.23,25.06,61.24
Bihar,Jehanabad,2022,59.51,30.7,21.89,57.44
Bihar,Jehanabad,2023,61.24,33.47,25.36,61.6
Bihar,Jehanabad,2024,62.15,34.94,27.19,63.8
Bihar,Jehanabad,2025,61.31,33.58,25.49,61.77
Bihar,Jehanabad,2026,60.41,32.14,23.69,59.6
Bihar,Arwal,2020,57.47,23.07,6.21,49.68
Bihar,Arwal,2021,59.95,27.03,11.16,55.62
Bihar,Arwal,2022,61.2,29.03,13.67,58.62
Bihar,Arwal,2023,62.86,31.69,16.99,62.62
Bihar,Arwal,2024,62.66,31.37,16.59,62.13
Bihar,Arwal,2025,63.67,32.99,18.61,64.56
Bihar,Arwal,2026,60.94,28.62,13.15,58.01
Sikkim,North  District,2020,74.01,57.56,66.2,55.63
Sikkim,North  District,2021,73.18,56.23,64.54,53.63
Sikkim,North  District,2022,74.86,58.92,67.89,57.66
Sikkim,North  District,2023,76.56,61.64,71.3,61.74
Sikkim,North  District,2024,77.71,63.47,73.59,64.49
Sikkim,North  District,2025,76.42,61.41,71.01,61.39
Sikkim,North  District,2026,77.84,63.69,73.86,64.81
Sikkim,West District,2020,74.47,78.69,86.35,63.74
Sikkim,West District,2021,73.18,76.63,83.78,60.66
Sikkim,West District,2022,76.36,81.71,90.14,68.28
Sikkim,West District,2023,72.42,75.42,82.27,58.84
Sikkim,West District,2024,76.35,81.7,90.11,68.26
Sikkim,West District,2025,77.94,84.24,93.29,72.07
Sikkim,West District,2026,75.9,80.97,89.21,67.17
Sikkim,South District,2020,78.96,76.92,82.74,68.8
Sikkim,South District,2021,79.23,77.36,83.29,69.47
Sikkim,South District,2022,77.8,75.08,80.43,66.03
Sikkim,South District,2023,77.04,73.86,78.91,64.21
Sikkim,South District,2024,82.36,82.36,89.54,76.97
Sikkim,South District,2025,78.66,76.44,82.14,68.09
Sikkim,South District,2026,80.61,79.57,86.05,72.78
Sikkim,East District,2020,81.34,76.28,82.0,74.02
Sikkim,East District,2021,82.04,77.4,83.41,75.71
Sikkim,East District,2022,80.42,74.8,80.16,71.8
Sikkim,East District,2023,80.41,74.79,80.15,71.8
Sikkim,East District,2024,81.48,76.49,82.28,74.35
Sikkim,East District,2025,79.57,73.45,78.47,69.78
Sikkim,East District,2026,86.15,83.98,91.63,85.57
Arunachal Pradesh,Tawang,2020,55.94,59.34,73.05,39.68
Arunachal Pradesh,Tawang,2021,55.08,57.95,71.32,37.6
Arunachal Pradesh,Tawang,2022,56.6,60.39,74.37,41.26
Arunachal Pradesh,Tawang,2023,59.38,64.83,79.92,47.92
Arunachal Pradesh,Tawang,2024,56.75,60.62,74.66,41.6
Arunachal Pradesh,Tawang,2025,58.28,63.07,77.72,45.28
Arunachal Pradesh,Tawang,2026,58.36,63.21,77.89,45.48
Arunachal Pradesh,West Kameng,2020,60.02,37.72,63.16,38.24
Arunachal Pradesh,West Kameng,2021,60.98,39.26,65.08,40.55
Arunachal Pradesh,West Kameng,2022,61.84,40.64,66.8,42.61
Arunachal Pradesh,West Kameng,2023,66.17,47.55,75.44,52.99
Arunachal Pradesh,West Kameng,2024,67.19,49.19,77.48,55.44
Arunachal Pradesh,West Kameng,2025,65.03,45.73,73.17,50.25
Arunachal Pradesh,West Kameng,2026,67.64,49.91,78.39,56.52
Arunachal Pradesh,East Kameng,2020,54.03,32.11,37.3,33.58
Arunachal Pradesh,East Kameng,2021,56.35,35.83,41.94,39.15
Arunachal Pradesh,East Kameng,2022,54.46,32.82,38.18,34.64
Arunachal Pradesh,East Kameng,2023,55.81,34.97,40.87,37.87
Arunachal Pradesh,East Kameng,2024,56.01,35.28,41.26,38.33
Arunachal Pradesh,East Kameng,2025,57.63,37.89,44.51,42.24
Arunachal Pradesh,East Kameng,2026,53.63,31.49,36.51,32.64
Arunachal Pradesh,Papum Pare,2020,74.96,61.17,73.3,69.67
Arunachal Pradesh,Papum Pare,2021,73.55,58.92,70.49,66.29
Arunachal Pradesh,Papum Pare,2022,73.17,58.3,69.72,65.37
Arunachal Pradesh,Papum Pare,2023,75.63,62.24,74.64,71.28
Arunachal Pradesh,Papum Pare,2024,77.32,64.94,78.01,75.32
Arunachal Pradesh,Papum Pare,2025,78.07,66.14,79.51,77.12
Arunachal Pradesh,Papum Pare,2026,78.25,66.43,79.88,77.56
Arunachal Pradesh,Upper Subansiri,2020,60.94,45.34,41.32,35.04
Arunachal Pradesh,Upper Subansiri,2021,57.26,39.45,33.97,26.21
Arunachal Pradesh,Upper Subansiri,2022,60.93,45.33,41.31,35.03
Arunachal Pradesh,Upper Subansiri,2023,58.12,40.82,35.68,28.27
Arunachal Pradesh,Upper Subansiri,2024,61.68,46.52,42.8,36.82
Arunachal Pradesh,Upper Subansiri,2025,64.1,50.4,47.65,42.64
Arunachal Pradesh,Upper Subansiri,2026,62.39,47.66,44.23,38.53
Arunachal Pradesh,West Siang,2020,60.15,55.32,51.13,39.17
Arunachal Pradesh,West Siang,2021,61.43,57.36,53.67,42.22
Arunachal Pradesh,West Siang,2022,61.65,57.72,54.12,42.76
Arunachal Pradesh,West Siang,2023,60.82,56.38,52.45,40.76
Arunachal Pradesh,West Siang,2024,66.49,65.45,63.79,54.37
Arunachal Pradesh,West Siang,2025,62.68,59.35,56.17,45.22
Arunachal Pradesh,West Siang,2026,64.69,62.58,60.2,50.06
Arunachal Pradesh,East Siang,2020,68.19,48.62,59.27,56.19
Arunachal Pradesh,East Siang,2021,66.28,45.58,55.46,51.62
Arunachal Pradesh,East Siang,2022,68.96,49.86,60.82,58.06
Arunachal Pradesh,East Siang,2023,71.21,53.46,65.32,63.45
Arunachal Pradesh,East Siang,2024,69.49,50.71,61.87,59.32
Arunachal Pradesh,East Siang,2025,68.96,49.85,60.8,58.03
Arunachal Pradesh,East Siang,2026,68.95,49.85,60.8,58.03
Arunachal Pradesh,Upper Siang,2020,57.59,50.77,69.81,47.06
Arunachal Pradesh,Upper Siang,2021,55.25,47.03,65.13,41.44
Arunachal Pradesh,Upper Siang,2022,58.35,51.98,71.32,48.88
Arunachal Pradesh,Upper Siang,2023,55.24,47.02,65.11,41.42
Arunachal Pradesh,Upper Siang,2024,58.18,51.71,70.98,48.46
Arunachal Pradesh,Upper Siang,2025,60.41,55.28,75.44,53.82
Arunachal Pradesh,Upper Siang,2026,62.16,58.08,78.94,58.01
Arunachal Pradesh,Changlang,2020,53.52,55.75,44.85,36.56
Arunachal Pradesh,Changlang,2021,54.25,56.92,46.32,38.32
Arunachal Pradesh,Changlang,2022,55.96,59.66,49.74,42.43
Arunachal Pradesh,Changlang,2023,56.72,60.88,51.26,44.25
Arunachal Pradesh,Changlang,2024,53.65,55.97,45.13,36.89
Arunachal Pradesh,Changlang,2025,58.39,63.54,54.6,48.25
Arunachal Pradesh,Changlang,2026,53.52,55.76,44.87,36.58
Arunachal Pradesh,Tirap,2020,45.58,72.34,69.78,35.38
Arunachal Pradesh,Tirap,2021,46.4,73.66,71.43,37.36
Arunachal Pradesh,Tirap,2022,47.73,75.78,74.08,40.54
Arunachal Pradesh,Tirap,2023,48.03,76.27,74.69,41.28
Arunachal Pradesh,Tirap,2024,46.64,74.05,71.91,37.94
Arunachal Pradesh,Tirap,2025,48.64,77.23,75.9,42.72
Arunachal Pradesh,Tirap,2026,50.12,79.6,78.86,46.28
Arunachal Pradesh,Lower Subansiri,2020,69.85,55.44,62.71,52.0
Arunachal Pradesh,Lower Subansiri,2021,69.83,55.4,62.66,51.94
Arunachal Pradesh,Lower Subansiri,2022,70.44,56.37,63.88,53.4
Arunachal Pradesh,Lower Subansiri,2023,72.79,60.14,68.59,59.05
Arunachal Pradesh,Lower Subansiri,2024,71.12,57.47,65.25,55.04
Arunachal Pradesh,Lower Subansiri,2025,73.59,61.42,70.18,60.96
Arunachal Pradesh,Lower Subansiri,2026,70.52,56.51,64.05,53.6
Arunachal Pradesh,Kurung Kumey,2020,45.06,29.13,30.46,29.57
Arunachal Pradesh,Kurung Kumey,2021,44.99,29.01,30.32,29.4
Arunachal Pradesh,Kurung Kumey,2022,47.92,33.71,36.19,36.45
Arunachal Pradesh,Kurung Kumey,2023,43.1,26.0,26.55,24.88
Arunachal Pradesh,Kurung Kumey,2024,49.41,36.09,39.16,40.01
Arunachal Pradesh,Kurung Kumey,2025,45.87,30.43,32.09,31.52
Arunachal Pradesh,Kurung Kumey,2026,46.87,32.03,34.09,33.93
Arunachal Pradesh,Dibang Valley,2020,58.53,45.57,39.47,32.73
Arunachal Pradesh,Dibang Valley,2021,61.03,49.57,44.47,38.73
Arunachal Pradesh,Dibang Valley,2022,60.58,48.84,43.57,37.64
Arunachal Pradesh,Dibang Valley,2023,63.13,52.93,48.68,43.77
Arunachal Pradesh,Dibang Valley,2024,63.74,53.9,49.89,45.23
Arunachal Pradesh,Dibang Valley,2025,60.83,49.24,44.07,38.24
Arunachal Pradesh,Dibang Valley,2026,61.25,49.91,44.9,39.24
Arunachal Pradesh,Lower Dibang Valley,2020,62.02,43.51,43.44,48.98
Arunachal Pradesh,Lower Dibang Valley,2021,63.58,46.01,46.56,52.73
Arunachal Pradesh,Lower Dibang Valley,2022,65.48,49.05,50.36,57.29
Arunachal Pradesh,Lower Dibang Valley,2023,62.37,44.08,44.15,49.83
Arunachal Pradesh,Lower Dibang Valley,2024,62.36,44.07,44.14,49.81
Arunachal Pradesh,Lower Dibang Valley,2025,69.02,54.73,57.46,65.8
Arunachal Pradesh,Lower Dibang Valley,2026,69.04,54.75,57.48,65.83
Arunachal Pradesh,Lohit,2020,59.73,42.9,43.62,36.29
Arunachal Pradesh,Lohit,2021,60.56,44.22,45.27,38.28
Arunachal Pradesh,Lohit,2022,61.88,46.34,47.92,41.45
Arunachal Pradesh,Lohit,2023,62.19,46.83,48.53,42.19
Arunachal Pradesh,Lohit,2024,60.8,44.61,45.75,38.86
Arunachal Pradesh,Lohit,2025,62.79,47.8,49.74,43.64
Arunachal Pradesh,Lohit,2026,64.27,50.17,52.7,47.19
Arunachal Pradesh,Anjaw,2020,53.58,28.81,42.97,34.52
Arunachal Pradesh,Anjaw,2021,53.4,28.53,42.62,34.1
Arunachal Pradesh,Anjaw,2022,51.23,25.05,38.27,28.88
Arunachal Pradesh,Anjaw,2023,53.21,28.22,42.23,33.63
Arunachal Pradesh,Anjaw,2024,56.5,33.48,48.81,41.52
Arunachal Pradesh,Anjaw,2025,53.85,29.24,43.51,35.16
Arunachal Pradesh,Anjaw,2026,56.79,33.95,49.39,42.23
Nagaland,Mon,2020,53.15,62.77,38.91,38.33
Nagaland,Mon,2021,53.16,62.79,38.93,38.36
Nagaland,Mon,2022,54.44,64.84,41.5,41.43
Nagaland,Mon,2023,52.13,61.15,36.88,35.9
Nagaland,Mon,2024,51.72,60.48,36.05,34.9
Nagaland,Mon,2025,53.13,62.75,38.88,38.3
Nagaland,Mon,2026,53.6,63.5,39.82,39.42
Nagaland,Mokokchung,2020,84.21,77.89,77.16,46.42
Nagaland,Mokokchung,2021,85.17,79.42,79.08,48.73
Nagaland,Mokokchung,2022,86.03,80.8,80.8,50.79
Nagaland,Mokokchung,2023,90.35,87.71,89.44,61.17
Nagaland,Mokokchung,2024,91.37,89.35,91.48,63.62
Nagaland,Mokokchung,2025,89.21,85.89,87.17,58.44
Nagaland,Mokokchung,2026,91.82,90.07,92.39,64.7
Nagaland,Zunheboto,2020,75.43,65.03,81.99,47.13
Nagaland,Zunheboto,2021,77.5,68.35,86.14,52.11
Nagaland,Zunheboto,2022,76.29,66.41,83.71,49.19
Nagaland,Zunheboto,2023,81.14,74.17,93.41,60.84
Nagaland,Zunheboto,2024,82.81,76.84,96.75,64.84
Nagaland,Zunheboto,2025,81.53,74.79,94.19,61.77
Nagaland,Zunheboto,2026,82.68,76.62,96.48,64.52
Nagaland,Wokha,2020,83.14,57.08,66.27,46.38
Nagaland,Wokha,2021,79.61,51.42,59.21,37.9
Nagaland,Wokha,2022,80.46,52.79,60.91,39.94
Nagaland,Wokha,2023,80.45,52.77,60.89,39.92
Nagaland,Wokha,2024,84.9,59.9,69.8,50.6
Nagaland,Wokha,2025,83.73,58.03,67.46,47.8
Nagaland,Wokha,2026,81.02,53.69,62.04,41.3
Nagaland,Dimapur,2020,76.26,69.23,69.5,60.5
Nagaland,Dimapur,2021,78.48,72.8,73.95,65.85
Nagaland,Dimapur,2022,80.74,76.4,78.46,71.25
Nagaland,Dimapur,2023,81.96,78.35,80.9,74.18
Nagaland,Dimapur,2024,80.15,75.46,77.28,69.84
Nagaland,Dimapur,2025,80.33,75.75,77.65,70.27
Nagaland,Dimapur,2026,78.18,72.31,73.34,65.11
Nagaland,Phek,2020,68.69,70.06,86.1,46.15
Nagaland,Phek,2021,71.92,75.23,92.57,53.9
Nagaland,Phek,2022,67.9,68.79,84.51,44.24
Nagaland,Phek,2023,73.73,78.13,96.19,58.25
Nagaland,Phek,2024,72.24,75.74,93.2,54.67
Nagaland,Phek,2025,72.81,76.66,94.35,56.05
Nagaland,Phek,2026,74.16,78.81,97.04,59.28
Nagaland,Tuensang,2020,66.04,54.06,62.38,42.71
Nagaland,Tuensang,2021,64.29,51.26,58.89,38.52
Nagaland,Tuensang,2022,65.5,53.2,61.31,41.42
Nagaland,Tuensang,2023,62.8,48.89,55.92,34.95
Nagaland,Tuensang,2024,67.35,56.16,65.01,45.86
Nagaland,Tuensang,2025,64.51,51.62,59.34,39.06
Nagaland,Tuensang,2026,66.84,55.34,63.98,44.63
Nagaland,Longleng,2020,62.3,58.55,48.69,32.75
Nagaland,Longleng,2021,63.02,59.71,50.14,34.49
Nagaland,Longleng,2022,66.99,66.06,58.07,44.01
Nagaland,Longleng,2023,65.87,64.28,55.84,41.34
Nagaland,Longleng,2024,67.92,67.55,59.94,46.25
Nagaland,Longleng,2025,69.51,70.1,63.12,50.07
Nagaland,Longleng,2026,68.56,68.58,61.22,47.79
Nagaland,Kiphire,2020,59.52,45.51,77.22,33.3
Nagaland,Kiphire,2021,59.64,45.7,77.45,33.57
Nagaland,Kiphire,2022,62.63,50.49,83.45,40.77
Nagaland,Kiphire,2023,60.39,46.91,78.97,35.39
Nagaland,Kiphire,2024,60.28,46.73,78.74,35.12
Nagaland,Kiphire,2025,61.79,49.14,81.76,38.74
Nagaland,Kiphire,2026,59.97,46.23,78.12,34.37
Nagaland,Kohima,2020,76.57,53.78,72.4,57.53
Nagaland,Kohima,2021,81.14,61.09,81.54,68.49
Nagaland,Kohima,2022,79.0,57.67,77.26,63.36
Nagaland,Kohima,2023,82.6,63.44,84.47,72.02
Nagaland,Kohima,2024,77.98,56.04,75.22,60.92
Nagaland,Kohima,2025,77.22,54.83,73.71,59.1
Nagaland,Kohima,2026,82.21,62.8,83.68,71.07
Nagaland,Peren,2020,71.39,70.94,69.22,47.56
Nagaland,Peren,2021,67.86,65.29,62.15,39.08
Nagaland,Peren,2022,68.71,66.65,63.86,41.13
Nagaland,Peren,2023,68.7,66.63,63.83,41.1
Nagaland,Peren,2024,73.15,73.76,72.74,51.79
Nagaland,Peren,2025,71.99,71.89,70.41,48.99
Nagaland,Peren,2026,69.28,67.55,64.99,42.49
Manipur,Senapati,2020,59.75,82.56,66.34,44.99
Manipur,Senapati,2021,59.89,82.78,66.61,45.31
Manipur,Senapati,2022,61.99,86.14,70.82,50.36
Manipur,Senapati,2023,62.97,87.71,72.77,52.71
Manipur,Senapati,2024,59.35,81.91,65.53,44.02
Manipur,Senapati,2025,60.54,83.83,67.92,46.89
Manipur,Senapati,2026,59.54,82.23,65.92,44.49
Manipur,Tamenglong,2020,66.11,70.58,52.41,35.09
Manipur,Tamenglong,2021,65.27,69.24,50.74,33.08
Manipur,Tamenglong,2022,66.33,70.93,52.85,35.62
Manipur,Tamenglong,2023,66.9,71.84,53.99,36.98
Manipur,Tamenglong,2024,68.5,74.4,57.19,40.83
Manipur,Tamenglong,2025,66.29,70.88,52.78,35.54
Manipur,Tamenglong,2026,70.49,77.58,61.17,45.6
Manipur,Churachandpur,2020,74.63,77.07,58.02,49.55
Manipur,Churachandpur,2021,76.44,79.95,61.63,53.89
Manipur,Churachandpur,2022,74.57,76.97,57.9,49.41
Manipur,Churachandpur,2023,76.43,79.93,61.61,53.86
Manipur,Churachandpur,2024,77.0,80.85,62.76,55.24
Manipur,Churachandpur,2025,76.49,80.04,61.74,54.01
Manipur,Churachandpur,2026,75.91,79.1,60.56,52.61
Manipur,Bishnupur,2020,71.83,83.37,73.16,64.61
Manipur,Bishnupur,2021,69.87,80.23,69.24,59.9
Manipur,Bishnupur,2022,73.41,85.9,76.32,68.4
Manipur,Bishnupur,2023,73.32,85.75,76.13,68.17
Manipur,Bishnupur,2024,72.9,85.09,75.31,67.18
Manipur,Bishnupur,2025,73.83,86.57,77.16,69.4
Manipur,Bishnupur,2026,75.78,89.69,81.06,74.08
Manipur,Thoubal,2020,69.12,84.26,58.15,59.08
Manipur,Thoubal,2021,66.36,79.84,52.63,52.46
Manipur,Thoubal,2022,68.36,83.03,56.62,57.25
Manipur,Thoubal,2023,71.08,87.38,62.05,63.76
Manipur,Thoubal,2024,73.07,90.57,66.04,68.55
Manipur,Thoubal,2025,73.14,90.68,66.19,68.73
Manipur,Thoubal,2026,71.49,88.03,62.87,64.75
Manipur,Imphal West,2020,81.88,87.02,75.81,75.57
Manipur,Imphal West,2021,79.54,83.28,71.13,69.96
Manipur,Imphal West,2022,82.63,88.23,77.32,77.39
Manipur,Imphal West,2023,79.53,83.27,71.11,69.94
Manipur,Imphal West,2024,82.46,87.96,76.98,76.98
Manipur,Imphal West,2025,84.69,91.53,81.45,82.34
Manipur,Imphal West,2026,86.44,94.33,84.94,86.53
Manipur,Imphal East,2020,75.35,83.48,79.25,67.13
Manipur,Imphal East,2021,76.48,85.28,81.5,69.82
Manipur,Imphal East,2022,75.67,83.99,79.88,67.88
Manipur,Imphal East,2023,77.84,87.47,84.23,73.1
Manipur,Imphal East,2024,78.42,88.39,85.39,74.49
Manipur,Imphal East,2025,76.95,86.03,82.44,70.95
Manipur,Imphal East,2026,80.92,92.38,90.38,80.48
Manipur,Ukhrul,2020,76.68,80.34,45.73,43.68
Manipur,Ukhrul,2021,76.89,80.67,46.15,44.18
Manipur,Ukhrul,2022,74.54,76.91,41.45,38.54
Manipur,Ukhrul,2023,78.83,83.77,50.02,48.83
Manipur,Ukhrul,2024,77.05,80.93,46.47,44.56
Manipur,Ukhrul,2025,76.85,80.6,46.06,44.08
Manipur,Ukhrul,2026,80.85,87.01,54.07,53.69
Manipur,Chandel,2020,65.37,71.9,60.4,42.95
Manipur,Chandel,2021,65.23,71.68,60.13,42.62
Manipur,Chandel,2022,65.52,72.14,60.7,43.31
Manipur,Chandel,2023,66.56,73.8,62.78,45.8
Manipur,Chandel,2024,71.15,81.15,71.96,56.82
Manipur,Chandel,2025,69.94,79.22,69.56,53.94
Manipur,Chandel,2026,68.08,76.24,65.82,49.45
Mizoram,Mamit,2020,75.6,80.33,70.1,62.26
Mizoram,Mamit,2021,73.88,77.58,66.67,58.14
Mizoram,Mamit,2022,73.57,77.09,66.05,57.4
Mizoram,Mamit,2023,73.73,77.34,66.36,57.77
Mizoram,Mamit,2024,76.32,81.5,71.56,64.01
Mizoram,Mamit,2025,76.99,82.56,72.89,65.61
Mizoram,Mamit,2026,79.41,86.43,77.72,71.41
Mizoram,Kolasib,2020,84.11,83.99,78.22,71.39
Mizoram,Kolasib,2021,83.7,83.33,77.39,70.4
Mizoram,Kolasib,2022,86.12,87.2,82.23,76.21
Mizoram,Kolasib,2023,82.5,81.43,75.01,67.54
Mizoram,Kolasib,2024,81.79,80.28,73.58,65.83
Mizoram,Kolasib,2025,85.03,85.46,80.06,73.6
Mizoram,Kolasib,2026,85.5,86.22,81.01,74.74
Mizoram,Aizawl,2020,90.8,89.4,90.52,86.5
Mizoram,Aizawl,2021,92.12,91.5,93.15,89.66
Mizoram,Aizawl,2022,88.26,85.33,85.44,80.4
Mizoram,Aizawl,2023,88.91,86.37,86.73,81.95
Mizoram,Aizawl,2024,90.54,88.99,90.0,85.88
Mizoram,Aizawl,2025,88.8,86.19,86.51,81.69
Mizoram,Aizawl,2026,95.45,96.83,99.81,97.65
Mizoram,Champhai,2020,86.26,88.86,89.16,75.82
Mizoram,Champhai,2021,84.84,86.6,86.34,72.43
Mizoram,Champhai,2022,84.54,86.12,85.73,71.71
Mizoram,Champhai,2023,84.5,86.04,85.64,71.59
Mizoram,Champhai,2024,88.74,92.84,94.14,81.79
Mizoram,Champhai,2025,89.69,94.35,96.03,84.06
Mizoram,Champhai,2026,88.3,92.12,93.24,80.71
Mizoram,Serchhip,2020,87.04,84.56,85.81,73.32
Mizoram,Serchhip,2021,87.77,85.72,87.26,75.06
Mizoram,Serchhip,2022,91.73,92.06,95.19,84.57
Mizoram,Serchhip,2023,90.62,90.28,92.96,81.9
Mizoram,Serchhip,2024,92.67,93.56,97.05,86.81
Mizoram,Serchhip,2025,94.26,96.1,100.0,90.63
Mizoram,Serchhip,2026,93.31,94.58,98.34,88.35
Mizoram,Lunglei,2020,80.02,81.62,78.01,67.31
Mizoram,Lunglei,2021,80.88,83.0,79.73,69.37
Mizoram,Lunglei,2022,78.86,79.77,75.69,64.53
Mizoram,Lunglei,2023,81.83,84.53,81.64,71.67
